claim_id,policy_id,line_of_business,industry_segment,state,loss_date,report_date,report_lag_days,cause_of_loss,claim_status,paid_loss,case_reserve,alae,incurred_loss,incurred_loss_alae
CLM-000176,POL-001161,BOP,Retail,WA,2025-07-16,2025-08-24,39,Wind/Hail,Closed,4557.33,0.0,692.48,4557.33,5249.81
CLM-000177,POL-001166,General Liability,Contractors,FL,2024-12-24,2025-01-30,37,Completed Operations,Closed,247330.5,0.0,53412.75,247330.5,300743.25
CLM-000178,POL-001167,General Liability,Contractors,FL,2025-12-18,2026-01-07,20,Personal & Advertising Injury,Open,1405.54,4145.79,805.19,5551.33,6356.52
CLM-000179,POL-001170,General Liability,Light Manufacturing,FL,2024-10-26,2025-05-03,189,Completed Operations,Closed,121980.68,0.0,19035.06,121980.68,141015.74
CLM-000180,POL-001175,BOP,Retail,NY,2025-04-29,2025-05-16,17,Fire,Open,619.75,3206.52,779.38,3826.27,4605.65
CLM-000181,POL-001178,General Liability,Real Estate,IL,2023-10-03,2023-11-30,58,Completed Operations,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000182,POL-001187,BOP,Retail,CA,2023-08-02,2023-09-09,38,Theft/Burglary,Closed,4322.0,0.0,276.24,4322.0,4598.24
CLM-000183,POL-001188,BOP,Retail,CA,2024-07-26,2024-07-30,4,Slip & Fall,Closed,5221.89,0.0,704.06,5221.89,5925.95
CLM-000184,POL-001191,BOP,Restaurants & Food Service,TX,2025-07-22,2025-07-30,8,Slip & Fall,Open,2899.48,10624.07,1668.18,13523.55,15191.73
CLM-000185,POL-001195,General Liability,Retail,TX,2024-02-14,2024-05-24,100,Products Liability,Closed,23961.66,0.0,3287.97,23961.66,27249.63
CLM-000186,POL-001197,General Liability,Retail,TX,2025-06-11,2025-08-03,53,Products Liability,Open,698.77,6199.18,388.91,6897.95,7286.86
CLM-000187,POL-001202,BOP,Real Estate,NY,2025-11-10,2025-11-23,13,Water Damage,Open,8024.56,24210.57,4488.69,32235.13,36723.82
CLM-000188,POL-001206,Professional Liability,Healthcare Services,AZ,2025-08-18,2025-12-31,135,Failure to Deliver,Open,8773.99,18736.62,5636.19,27510.61,33146.8
CLM-000189,POL-001212,BOP,Light Manufacturing,CA,2024-01-12,2024-03-01,49,Slip & Fall,Closed,4563.07,0.0,424.8,4563.07,4987.87
CLM-000190,POL-001218,BOP,Real Estate,NY,2025-11-17,2025-12-12,25,Business Interruption,Open,2299.89,1979.99,436.71,4279.88,4716.59
CLM-000191,POL-001246,BOP,Contractors,CA,2024-04-24,2024-04-29,5,Water Damage,Closed,9477.95,0.0,1994.29,9477.95,11472.24
CLM-000192,POL-001248,BOP,Retail,AZ,2025-03-28,2025-04-15,18,Business Interruption,Closed,9646.91,0.0,1875.3,9646.91,11522.21
CLM-000193,POL-001261,Professional Liability,Healthcare Services,GA,2024-10-06,2025-12-17,437,Regulatory Proceeding,Open,15470.81,84766.64,11946.33,100237.45,112183.78
CLM-000194,POL-001274,General Liability,Light Manufacturing,CA,2026-06-15,2026-06-28,13,Completed Operations,Open,906.88,4189.11,660.03,5095.99,5756.02
CLM-000195,POL-001289,BOP,Contractors,FL,2024-11-01,2024-11-12,11,Wind/Hail,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000196,POL-001325,Professional Liability,Professional Services,AZ,2025-07-19,2025-11-27,131,Negligent Act,Open,6164.87,11794.59,3550.57,17959.46,21510.03
CLM-000197,POL-001334,BOP,Restaurants & Food Service,OH,2026-05-26,2026-05-26,0,Fire,Open,2251.52,4826.2,799.04,7077.72,7876.76
CLM-000198,POL-001339,BOP,Restaurants & Food Service,TX,2025-05-25,2025-08-08,75,Theft/Burglary,Open,1399.15,2935.7,377.12,4334.85,4711.97
CLM-000199,POL-001343,Professional Liability,Healthcare Services,IL,2025-04-25,2025-09-26,154,Failure to Deliver,Open,9600.86,63691.22,15490.46,73292.08,88782.54
CLM-000200,POL-001346,BOP,Restaurants & Food Service,OH,2025-03-30,2025-04-19,20,Wind/Hail,Closed,12803.17,0.0,687.33,12803.17,13490.5
CLM-000201,POL-001348,BOP,Restaurants & Food Service,OH,2026-06-11,2026-06-18,7,Water Damage,Open,811.1,11033.63,686.2,11844.73,12530.93
CLM-000202,POL-001352,Professional Liability,Retail,WA,2024-08-04,2025-06-17,317,Misrepresentation,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000203,POL-001365,BOP,Healthcare Services,FL,2025-11-06,2026-01-02,57,Wind/Hail,Open,7800.33,36354.07,5365.85,44154.4,49520.25
CLM-000204,POL-001374,Professional Liability,Professional Services,CA,2025-07-29,2025-09-12,45,Negligent Act,Open,9608.66,72460.03,4825.26,82068.69,86893.95
CLM-000205,POL-001377,BOP,Restaurants & Food Service,FL,2025-01-24,2025-03-31,66,Theft/Burglary,Closed,35555.83,0.0,4428.5,35555.83,39984.33
CLM-000206,POL-001388,BOP,Contractors,NY,2026-01-30,2026-02-03,4,Wind/Hail,Open,750.39,12374.83,688.33,13125.22,13813.55
CLM-000207,POL-001397,General Liability,Restaurants & Food Service,IL,2024-01-28,2024-05-12,105,Slip & Fall,Closed,58451.72,0.0,7163.22,58451.72,65614.94
CLM-000208,POL-001400,BOP,Restaurants & Food Service,WA,2024-04-04,2024-04-26,22,Business Interruption,Open,1855.05,1772.4,423.97,3627.45,4051.42
CLM-000209,POL-001401,BOP,Restaurants & Food Service,WA,2025-03-26,2025-03-31,5,Fire,Open,497.93,2327.6,492.89,2825.53,3318.42
CLM-000210,POL-001403,General Liability,Real Estate,CA,2025-12-05,2026-06-22,199,Completed Operations,Open,18994.32,17951.71,6941.59,36946.03,43887.62
CLM-000211,POL-001405,BOP,Restaurants & Food Service,FL,2024-05-14,2024-07-28,75,Water Damage,Open,748.2,2208.54,195.46,2956.74,3152.2
CLM-000212,POL-001414,BOP,Professional Services,NY,2025-11-24,2025-12-15,21,Water Damage,Open,2014.42,7422.12,927.67,9436.54,10364.21
CLM-000213,POL-001415,BOP,Retail,OH,2023-11-23,2023-12-09,16,Business Interruption,Closed,6809.42,0.0,383.92,6809.42,7193.34
CLM-000214,POL-001419,Professional Liability,Retail,AZ,2024-04-18,2024-07-21,94,Failure to Deliver,Open,31933.05,82631.19,9857.59,114564.24,124421.83
CLM-000215,POL-001422,General Liability,Contractors,NY,2024-02-16,2024-03-01,14,Slip & Fall,Open,1047.11,1820.7,454.87,2867.81,3322.68
CLM-000216,POL-001426,General Liability,Real Estate,TX,2025-05-13,2026-04-07,329,Completed Operations,Closed,10404.19,0.0,608.04,10404.19,11012.23
CLM-000217,POL-001430,BOP,Real Estate,TX,2025-07-19,2025-07-26,7,Slip & Fall,Open,243.39,414.64,132.19,658.03,790.22
CLM-000218,POL-001436,BOP,Real Estate,IL,2024-12-27,2025-02-10,45,Water Damage,Closed,4887.91,0.0,211.04,4887.91,5098.95
CLM-000219,POL-001462,BOP,Restaurants & Food Service,GA,2025-08-29,2025-09-04,6,Water Damage,Closed,3575.36,0.0,633.11,3575.36,4208.47
CLM-000220,POL-001464,BOP,Restaurants & Food Service,IL,2025-06-25,2025-07-06,11,Theft/Burglary,Closed,2450.29,0.0,300.66,2450.29,2750.95
CLM-000221,POL-001495,BOP,Retail,AZ,2024-07-10,2024-09-19,71,Theft/Burglary,Closed,26293.44,0.0,2771.65,26293.44,29065.09
CLM-000222,POL-001504,General Liability,Contractors,GA,2025-03-21,2025-04-24,34,Products Liability,Open,40324.69,50899.83,14856.44,91224.52,106080.96
CLM-000223,POL-001515,General Liability,Real Estate,TX,2023-05-28,2023-06-25,28,Property Damage - 3rd Party,Closed,6358.68,0.0,855.14,6358.68,7213.82
CLM-000224,POL-001520,BOP,Contractors,NC,2025-07-31,2025-08-07,7,Business Interruption,Closed,2578.45,0.0,298.11,2578.45,2876.56
CLM-000225,POL-001537,BOP,Professional Services,GA,2025-10-01,2025-10-20,19,Slip & Fall,Closed,19016.24,0.0,2786.44,19016.24,21802.68
CLM-000226,POL-001561,BOP,Retail,IL,2024-09-25,2024-10-08,13,Wind/Hail,Open,1449.08,1744.27,531.67,3193.35,3725.02
CLM-000227,POL-001568,General Liability,Light Manufacturing,AZ,2024-03-04,2024-04-09,36,Personal & Advertising Injury,Closed,41413.92,0.0,6904.58,41413.92,48318.5
CLM-000228,POL-001574,Professional Liability,Professional Services,CA,2026-02-02,2026-02-13,11,Failure to Deliver,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000229,POL-001595,BOP,Restaurants & Food Service,NY,2024-12-28,2025-03-19,81,Water Damage,Closed,22677.39,0.0,4487.22,22677.39,27164.61
CLM-000230,POL-001607,General Liability,Light Manufacturing,WA,2024-07-24,2024-07-30,6,Personal & Advertising Injury,Closed,20183.88,0.0,3156.53,20183.88,23340.41
CLM-000231,POL-001609,BOP,Restaurants & Food Service,TX,2023-11-22,2023-12-10,18,Water Damage,Closed,6686.48,0.0,1241.78,6686.48,7928.26
CLM-000232,POL-001614,BOP,Retail,FL,2026-04-13,2026-05-11,28,Slip & Fall,Open,19972.13,17126.2,5941.84,37098.33,43040.17
CLM-000233,POL-001616,BOP,Professional Services,CA,2025-02-17,2025-06-23,126,Theft/Burglary,Open,35451.66,39333.38,3462.64,74785.04,78247.68
CLM-000234,POL-001634,BOP,Healthcare Services,IL,2025-07-07,2025-07-08,1,Slip & Fall,Open,2614.85,7854.09,1908.67,10468.94,12377.61
CLM-000235,POL-001635,BOP,Real Estate,AZ,2024-06-24,2024-07-22,28,Fire,Closed,7742.85,0.0,1006.21,7742.85,8749.06
CLM-000236,POL-001640,General Liability,Contractors,FL,2024-08-29,2024-10-18,50,Property Damage - 3rd Party,Open,12228.82,15279.34,2991.05,27508.16,30499.21
CLM-000237,POL-001645,BOP,Healthcare Services,FL,2024-08-06,2024-10-01,56,Business Interruption,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000238,POL-001694,General Liability,Contractors,IL,2024-05-18,2024-08-28,102,Personal & Advertising Injury,Closed,189310.81,0.0,35899.06,189310.81,225209.87
CLM-000239,POL-001695,General Liability,Contractors,IL,2025-01-02,2025-01-14,12,Property Damage - 3rd Party,Open,9553.39,19221.25,2988.05,28774.64,31762.69
CLM-000240,POL-001711,Professional Liability,Real Estate,IL,2025-01-13,2026-03-02,413,Breach of Duty,Open,99488.33,391075.12,86178.9,490563.45,576742.35
CLM-000241,POL-001728,General Liability,Light Manufacturing,NY,2024-01-09,2024-02-10,32,Products Liability,Closed,73503.47,0.0,10365.49,73503.47,83868.96
CLM-000242,POL-001730,General Liability,Contractors,TX,2025-03-05,2025-08-28,176,Products Liability,Open,26502.24,36998.33,5881.35,63500.57,69381.92
CLM-000243,POL-001743,General Liability,Light Manufacturing,CA,2025-08-24,2026-01-21,150,Slip & Fall,Open,1055.66,10044.91,1431.05,11100.57,12531.62
CLM-000244,POL-001754,General Liability,Real Estate,CA,2025-01-31,2025-07-09,159,Property Damage - 3rd Party,Closed,23989.07,0.0,1773.32,23989.07,25762.39
CLM-000245,POL-001757,General Liability,Retail,NC,2023-04-17,2023-07-27,101,Products Liability,Closed,92576.91,0.0,8671.39,92576.91,101248.3
CLM-000246,POL-001762,General Liability,Restaurants & Food Service,OH,2024-08-12,2024-09-10,29,Products Liability,Closed,3068.26,0.0,393.57,3068.26,3461.83
CLM-000247,POL-001770,General Liability,Contractors,GA,2025-04-22,2025-06-08,47,Property Damage - 3rd Party,Open,8175.09,14115.13,4350.62,22290.22,26640.84
CLM-000248,POL-001778,General Liability,Contractors,IL,2023-06-30,2023-07-23,23,Completed Operations,Closed,27346.32,0.0,3394.92,27346.32,30741.24
CLM-000249,POL-001795,General Liability,Contractors,GA,2026-02-25,2026-04-29,63,Slip & Fall,Open,17002.48,33929.58,3278.65,50932.06,54210.71
CLM-000250,POL-001798,General Liability,Retail,OH,2025-05-22,2025-07-01,40,Slip & Fall,Closed,16280.77,0.0,2651.19,16280.77,18931.96
CLM-000251,POL-001812,Professional Liability,Healthcare Services,WA,2025-04-30,2026-03-06,310,Regulatory Proceeding,Open,11761.56,71287.89,11426.33,83049.45,94475.78
CLM-000252,POL-001813,BOP,Retail,NC,2025-11-13,2025-12-02,19,Water Damage,Closed,4223.09,0.0,381.5,4223.09,4604.59
CLM-000253,POL-001819,General Liability,Contractors,NY,2025-07-06,2025-07-13,7,Completed Operations,Closed,7255.35,0.0,1134.14,7255.35,8389.49
CLM-000254,POL-001822,General Liability,Retail,NY,2024-11-07,2024-12-08,31,Personal & Advertising Injury,Open,6389.03,5921.34,1638.35,12310.37,13948.72
CLM-000255,POL-001833,General Liability,Real Estate,OH,2025-06-29,2025-07-14,15,Property Damage - 3rd Party,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000256,POL-001834,General Liability,Real Estate,OH,2026-06-12,2026-06-15,3,Property Damage - 3rd Party,Closed,30589.62,0.0,4023.01,30589.62,34612.63
CLM-000257,POL-001844,General Liability,Technology,CA,2025-08-10,2025-12-15,127,Property Damage - 3rd Party,Open,34079.47,35245.2,8662.41,69324.67,77987.08
CLM-000258,POL-001864,BOP,Professional Services,NY,2024-02-18,2024-04-05,47,Fire,Open,3018.19,4100.03,1517.83,7118.22,8636.05
CLM-000259,POL-001868,General Liability,Light Manufacturing,NC,2025-01-07,2025-07-22,196,Property Damage - 3rd Party,Open,1911.01,6371.77,1159.37,8282.78,9442.15
CLM-000260,POL-001869,General Liability,Light Manufacturing,NC,2026-04-04,2026-05-22,48,Personal & Advertising Injury,Open,57455.46,158834.77,28044.34,216290.23,244334.57
CLM-000261,POL-001871,General Liability,Technology,WA,2024-10-15,2025-01-07,84,Completed Operations,Closed,732600.3,0.0,64242.5,732600.3,796842.8
CLM-000262,POL-001873,General Liability,Professional Services,NY,2024-09-05,2024-11-08,64,Property Damage - 3rd Party,Open,7970.39,13267.12,1007.24,21237.51,22244.75
CLM-000263,POL-001877,Professional Liability,Healthcare Services,GA,2024-06-12,2025-11-29,535,Misrepresentation,Closed,44923.32,0.0,7156.33,44923.32,52079.65
CLM-000264,POL-001891,BOP,Light Manufacturing,TX,2025-08-13,2025-08-17,4,Water Damage,Open,3516.95,8990.94,1048.15,12507.89,13556.04
CLM-000265,POL-001905,BOP,Light Manufacturing,NC,2025-03-05,2025-04-02,28,Fire,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000266,POL-001918,General Liability,Retail,TX,2025-09-13,2025-10-21,38,Slip & Fall,Open,3033.57,15987.36,1943.68,19020.93,20964.61
CLM-000267,POL-001921,General Liability,Contractors,CA,2025-04-30,2025-09-09,132,Personal & Advertising Injury,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000268,POL-001928,Professional Liability,Professional Services,IL,2023-12-21,2024-03-28,98,Misrepresentation,Closed,102488.65,0.0,14819.73,102488.65,117308.38
CLM-000269,POL-001937,BOP,Light Manufacturing,NC,2025-12-21,2025-12-25,4,Theft/Burglary,Open,1067.13,2670.67,790.99,3737.8,4528.79
CLM-000270,POL-001944,General Liability,Contractors,WA,2025-08-02,2025-12-29,149,Products Liability,Open,26309.35,82599.3,6815.78,108908.65,115724.43
CLM-000271,POL-001945,General Liability,Contractors,IL,2026-01-17,2026-05-29,132,Completed Operations,Open,8184.29,8392.65,1078.29,16576.94,17655.23
CLM-000272,POL-001948,BOP,Professional Services,NC,2023-12-29,2024-01-16,18,Fire,Open,3040.38,7610.77,2141.33,10651.15,12792.48
CLM-000273,POL-001950,BOP,Restaurants & Food Service,OH,2025-11-25,2026-01-01,37,Wind/Hail,Open,5573.19,7532.45,1687.97,13105.64,14793.61
CLM-000274,POL-001969,General Liability,Contractors,TX,2024-05-07,2024-06-30,54,Personal & Advertising Injury,Closed,34153.87,0.0,3390.81,34153.87,37544.68
CLM-000275,POL-001974,Professional Liability,Healthcare Services,NC,2025-02-19,2025-04-24,64,Negligent Act,Closed,36826.55,0.0,6235.09,36826.55,43061.64
CLM-000276,POL-001994,BOP,Retail,FL,2026-04-19,2026-04-20,1,Wind/Hail,Open,2950.7,13526.93,1331.29,16477.63,17808.92
CLM-000277,POL-001996,BOP,Contractors,NY,2023-02-18,2023-02-19,1,Theft/Burglary,Closed,46514.56,0.0,3088.89,46514.56,49603.45
CLM-000278,POL-001999,BOP,Restaurants & Food Service,CA,2024-04-06,2024-04-26,20,Business Interruption,Closed,25063.52,0.0,1380.49,25063.52,26444.01
CLM-000279,POL-002000,BOP,Restaurants & Food Service,CA,2025-07-17,2025-07-26,9,Fire,Closed,907.74,0.0,120.8,907.74,1028.54
CLM-000280,POL-002000,BOP,Restaurants & Food Service,CA,2024-09-15,2024-10-01,16,Fire,Closed,887.8,0.0,55.71,887.8,943.51
CLM-000281,POL-002036,General Liability,Retail,NC,2024-04-08,2024-07-28,111,Completed Operations,Closed,3419.78,0.0,304.84,3419.78,3724.62
CLM-000282,POL-002044,BOP,Restaurants & Food Service,CA,2025-03-14,2025-04-30,47,Business Interruption,Open,607.04,632.55,173.58,1239.59,1413.17
CLM-000283,POL-002059,General Liability,Restaurants & Food Service,TX,2025-02-24,2025-03-08,12,Completed Operations,Closed,9257.25,0.0,1231.03,9257.25,10488.28
CLM-000284,POL-002065,General Liability,Contractors,WA,2023-04-11,2023-04-21,10,Products Liability,Closed,11933.63,0.0,531.09,11933.63,12464.72
CLM-000285,POL-002070,General Liability,Contractors,NY,2025-05-12,2025-05-20,8,Products Liability,Closed,47163.99,0.0,7332.13,47163.99,54496.12
CLM-000286,POL-002070,General Liability,Contractors,NY,2025-04-22,2025-06-14,53,Completed Operations,Open,31159.43,57821.71,16755.22,88981.14,105736.36
CLM-000287,POL-002072,Professional Liability,Technology,GA,2024-09-22,2024-10-18,26,Negligent Act,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000288,POL-002076,BOP,Light Manufacturing,FL,2023-12-06,2023-12-20,14,Fire,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000289,POL-002077,BOP,Light Manufacturing,FL,2024-12-29,2025-01-15,17,Slip & Fall,Closed,3901.93,0.0,817.65,3901.93,4719.58
CLM-000290,POL-002077,BOP,Light Manufacturing,FL,2025-01-07,2025-04-15,98,Water Damage,Open,728.48,3346.68,613.22,4075.16,4688.38
CLM-000291,POL-002078,BOP,Light Manufacturing,FL,2026-01-02,2026-01-31,29,Theft/Burglary,Open,3260.75,7823.14,667.86,11083.89,11751.75
CLM-000292,POL-002095,General Liability,Contractors,FL,2025-08-29,2025-10-12,44,Completed Operations,Open,27742.26,31599.27,6118.02,59341.53,65459.55
CLM-000293,POL-002101,BOP,Real Estate,WA,2026-02-11,2026-02-20,9,Slip & Fall,Closed,1917.75,0.0,252.34,1917.75,2170.09
CLM-000294,POL-002104,General Liability,Contractors,AZ,2024-04-04,2024-12-19,259,Completed Operations,Open,14841.22,18398.95,5688.97,33240.17,38929.14
CLM-000295,POL-002105,General Liability,Contractors,AZ,2025-03-21,2025-05-12,52,Personal & Advertising Injury,Closed,84621.16,0.0,11976.46,84621.16,96597.62
CLM-000296,POL-002108,General Liability,Light Manufacturing,FL,2025-03-07,2025-07-09,124,Completed Operations,Closed,17635.23,0.0,3498.7,17635.23,21133.93
CLM-000297,POL-002110,General Liability,Light Manufacturing,FL,2026-05-13,2026-05-27,14,Completed Operations,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000298,POL-002111,BOP,Restaurants & Food Service,CA,2023-12-12,2024-01-25,44,Theft/Burglary,Closed,15332.06,0.0,867.26,15332.06,16199.32
CLM-000299,POL-002112,BOP,Restaurants & Food Service,CA,2025-05-03,2025-05-15,12,Fire,Closed,13460.27,0.0,2907.67,13460.27,16367.94
CLM-000300,POL-002114,General Liability,Retail,OH,2024-12-12,2025-01-04,23,Slip & Fall,Closed,6613.85,0.0,307.18,6613.85,6921.03
CLM-000301,POL-002123,Professional Liability,Light Manufacturing,OH,2024-06-16,2024-11-20,157,Regulatory Proceeding,Closed,106363.42,0.0,11746.25,106363.42,118109.67
CLM-000302,POL-002126,Professional Liability,Technology,CA,2023-10-11,2024-04-26,198,Breach of Duty,Open,22387.37,38168.16,4514.04,60555.53,65069.57
CLM-000303,POL-002138,General Liability,Contractors,NC,2026-02-08,2026-03-31,51,Personal & Advertising Injury,Closed,64180.8,0.0,5559.29,64180.8,69740.09
CLM-000304,POL-002140,BOP,Restaurants & Food Service,CA,2024-12-29,2025-01-04,6,Fire,Closed,3030.9,0.0,175.51,3030.9,3206.41
CLM-000305,POL-002143,Professional Liability,Technology,CA,2025-01-26,2025-02-03,8,Breach of Duty,Closed,21367.23,0.0,1278.7,21367.23,22645.93
CLM-000306,POL-002156,General Liability,Professional Services,IL,2024-02-10,2024-02-11,1,Slip & Fall,Closed,81657.06,0.0,8101.41,81657.06,89758.47
CLM-000307,POL-002171,General Liability,Light Manufacturing,IL,2025-07-14,2025-12-01,140,Slip & Fall,Closed,65575.93,0.0,6865.77,65575.93,72441.7
CLM-000308,POL-002180,Professional Liability,Restaurants & Food Service,TX,2023-06-24,2024-02-15,236,Negligent Act,Closed,2327.92,0.0,300.42,2327.92,2628.34
CLM-000309,POL-002192,BOP,Real Estate,IL,2026-01-28,2026-03-09,40,Fire,Closed,38083.75,0.0,2630.96,38083.75,40714.71
CLM-000310,POL-002222,General Liability,Real Estate,AZ,2024-12-22,2024-12-30,8,Completed Operations,Open,12515.43,98664.12,8487.26,111179.55,119666.81
CLM-000311,POL-002226,BOP,Real Estate,FL,2025-04-16,2025-05-04,18,Business Interruption,Open,6327.53,7715.41,2203.05,14042.94,16245.99
CLM-000312,POL-002235,BOP,Retail,NY,2023-08-19,2023-09-29,41,Theft/Burglary,Open,480.67,5910.03,501.75,6390.7,6892.45
CLM-000313,POL-002247,General Liability,Restaurants & Food Service,NY,2026-02-17,2026-04-10,52,Property Damage - 3rd Party,Closed,1448.75,0.0,111.67,1448.75,1560.42
CLM-000314,POL-002262,General Liability,Retail,OH,2026-05-07,2026-05-17,10,Property Damage - 3rd Party,Open,1677.29,7292.96,537.12,8970.25,9507.37
CLM-000315,POL-002269,BOP,Retail,AZ,2024-12-06,2024-12-08,2,Fire,Closed,9839.06,0.0,1996.85,9839.06,11835.91
CLM-000316,POL-002277,General Liability,Contractors,NY,2026-05-14,2026-05-27,13,Products Liability,Open,467.51,8147.96,1554.44,8615.47,10169.91
CLM-000317,POL-002279,BOP,Technology,CA,2024-08-30,2024-09-01,2,Theft/Burglary,Closed,6714.21,0.0,540.45,6714.21,7254.66
CLM-000318,POL-002296,General Liability,Professional Services,IL,2024-07-06,2024-08-15,40,Personal & Advertising Injury,Closed,27103.59,0.0,1430.27,27103.59,28533.86
CLM-000319,POL-002302,BOP,Real Estate,NY,2026-01-16,2026-03-12,55,Slip & Fall,Open,1040.59,13204.49,2963.67,14245.08,17208.75
CLM-000320,POL-002309,General Liability,Contractors,AZ,2025-08-27,2025-10-09,43,Personal & Advertising Injury,Open,33740.01,56531.68,17773.57,90271.69,108045.26
CLM-000321,POL-002309,General Liability,Contractors,AZ,2025-12-29,2026-06-17,170,Personal & Advertising Injury,Open,3739.34,3916.67,1302.58,7656.01,8958.59
CLM-000322,POL-002312,BOP,Retail,CA,2024-03-02,2024-04-10,39,Business Interruption,Closed,24150.47,0.0,1114.63,24150.47,25265.1
CLM-000323,POL-002313,BOP,Retail,CA,2024-12-21,2024-12-23,2,Business Interruption,Closed,2628.1,0.0,452.98,2628.1,3081.08
